Index	N_planet	M_planet_1	M_planet_2	M_planet_3	M_planet_4	sma_1	sma_2	sma_3	sma_4	R_in	R_out	M_star	age_star	R_star	T_star	q	density_profile	sound_speed_profile	inc	az	dist	spatial_resolution	spectral_resolution	beam_angle	rms_noise	position_angle	viscosity	dust	dust_to_gas	dust_mass
1460	3	0.190243	0.052618	0.309302	0.000000	57.410715	110.617544	138.875297	0.000000	17.924710	179.247097	1.990546	0.553016	4.662172	4628.968004	0.008509	0.770435	0.462519	14.107492	174.677125	167.781718	0.360428	0.127431	20.559890	2.530655	99.417278	0.002136	0.000000	0.010000	0.001000
1461	3	0.361812	0.134686	0.171123	0.000000	113.743429	152.282039	65.888234	0.000000	19.465943	194.659429	0.736672	2.595009	1.639850	4034.394786	0.003278	0.756027	0.303565	30.810767	267.404853	179.082344	0.318477	0.081511	83.944504	14.621524	51.205909	0.002393	0.000000	0.010000	0.001000
1462	3	0.076910	0.365026	0.180461	0.000000	79.951652	105.493059	167.253651	0.000000	21.554074	215.540745	0.889764	1.576325	2.074343	4192.919506	0.001403	0.119475	0.383037	12.648602	136.460450	166.643233	0.138135	0.139516	45.468601	11.497920	120.915717	0.000797	0.000000	0.010000	0.001000
1463	1	0.064474	0.000000	0.000000	0.000000	117.707244	0.000000	0.000000	0.000000	17.058003	170.580033	0.901396	1.366145	2.186961	4207.099983	0.006618	0.552164	0.468205	77.195297	258.076742	102.761242	0.368372	0.141200	32.569555	13.644975	23.798981	0.001452	0.000000	0.010000	0.001000
1464	1	0.261735	0.000000	0.000000	0.000000	154.940625	0.000000	0.000000	0.000000	22.860668	228.606682	0.568371	2.287663	1.514008	3850.791398	0.005806	0.563085	0.661327	10.585355	134.647010	198.454915	0.384643	0.049771	62.431369	4.933952	33.186598	0.002438	0.000000	0.010000	0.001000
1465	2	0.041227	0.372647	0.000000	0.000000	63.687309	133.059256	0.000000	0.000000	18.107518	181.075177	1.889283	1.892964	2.784199	4755.402014	0.002795	0.517024	0.576968	63.699513	332.361947	165.719326	0.460551	0.187640	18.262358	8.630741	104.245637	0.001826	0.000000	0.010000	0.001000
1466	4	0.253607	0.360081	0.181044	0.045305	161.086142	103.379436	79.934631	142.463506	21.483275	214.832752	0.888386	0.526458	3.392585	4181.448817	0.006354	0.486323	0.250422	28.640616	116.515919	124.877572	0.072690	0.189297	51.645748	7.947646	179.500690	0.002354	0.000000	0.010000	0.001000
1467	1	0.116187	0.000000	0.000000	0.000000	65.299362	0.000000	0.000000	0.000000	16.779390	167.793900	1.479297	2.614130	2.173052	4575.330902	0.006650	0.169078	0.746498	33.989671	134.620057	133.048310	0.201825	0.024719	34.704208	17.540755	21.786466	0.000709	0.000000	0.010000	0.001000
1468	4	0.326085	0.221292	0.052222	0.168158	101.006755	169.368184	142.511004	76.882661	22.000227	220.002271	0.710315	1.076557	2.406920	4035.756940	0.005146	0.969897	0.529954	35.619020	68.459109	150.217855	0.382587	0.043223	76.454361	10.967874	11.489650	0.001390	0.000000	0.010000	0.001000
1469	2	0.291576	0.064895	0.000000	0.000000	50.769700	122.594780	0.000000	0.000000	15.454325	154.543252	1.761997	3.069945	2.311797	4790.393619	0.009953	0.505613	0.528880	74.480881	145.141674	154.727401	0.159973	0.088063	2.344404	6.600149	159.045451	0.000968	0.000000	0.010000	0.001000
1470	3	0.282996	0.028421	0.249312	0.000000	194.012221	128.830160	75.907034	0.000000	24.963670	249.636702	1.294584	1.605114	2.429603	4458.050870	0.009898	0.943803	0.564455	54.802990	355.088815	119.963210	0.476162	0.188373	6.378702	4.802808	163.101738	0.002245	0.000000	0.010000	0.001000
1471	4	0.085621	0.110157	0.354815	0.261045	131.395180	75.212822	107.803234	162.428603	20.700903	207.009030	1.691145	2.924540	2.275276	4726.998778	0.008682	0.731389	0.209811	69.247584	32.570573	107.089099	0.468518	0.165802	79.707540	12.787116	136.269611	0.001031	0.000000	0.010000	0.001000
1472	4	0.136469	0.026208	0.267287	0.358945	156.612716	97.168868	65.532757	133.773565	20.600785	206.007855	1.643937	4.911335	1.981242	4873.768355	0.006508	0.659747	0.333592	59.353049	255.896714	162.047272	0.252796	0.135792	1.763569	19.110514	82.624830	0.002218	0.000000	0.010000	0.001000
1473	3	0.076513	0.202535	0.368068	0.000000	83.854584	143.451652	90.285728	0.000000	18.630350	186.303500	0.896747	4.780579	1.398564	4154.780376	0.000589	0.666696	0.655199	75.776262	7.942487	143.838128	0.183779	0.065438	78.154225	18.528858	49.888779	0.001274	0.000000	0.010000	0.001000
1474	2	0.052905	0.367958	0.000000	0.000000	177.520594	73.297731	0.000000	0.000000	22.697152	226.971517	1.283189	3.382851	1.861905	4458.171146	0.009686	0.176938	0.247172	46.175877	87.447343	175.734913	0.148966	0.099148	28.718064	11.822309	83.150979	0.001833	0.000000	0.010000	0.001000
1475	1	0.138528	0.000000	0.000000	0.000000	129.614531	0.000000	0.000000	0.000000	17.314790	173.147905	1.275625	0.762460	3.354413	4416.668715	0.007723	0.421074	0.352413	58.189774	145.520476	177.149780	0.457680	0.090750	39.897661	15.641827	56.540094	0.000546	0.000000	0.010000	0.001000
1476	3	0.060377	0.368449	0.160538	0.000000	86.814726	110.069294	182.430482	0.000000	23.548815	235.488150	1.106301	4.834929	1.543376	4332.541417	0.003164	0.544808	0.487654	23.696524	1.879193	105.720527	0.185463	0.089163	4.182357	6.948718	5.751092	0.002255	0.000000	0.010000	0.001000
1477	1	0.233879	0.000000	0.000000	0.000000	136.674474	0.000000	0.000000	0.000000	21.350963	213.509632	1.671975	4.574699	2.037076	4871.109921	0.000629	0.240618	0.517411	57.800315	186.113672	107.880273	0.341794	0.095252	20.273101	13.046394	32.275519	0.001917	0.000000	0.010000	0.001000
1478	3	0.304329	0.030123	0.231491	0.000000	87.232084	109.426892	158.235255	0.000000	19.856991	198.569911	1.575134	4.060983	1.989189	4718.493771	0.002037	0.563925	0.438893	65.661801	25.919085	190.953474	0.310032	0.137827	31.038895	19.283998	49.793440	0.000910	0.000000	0.010000	0.001000
1479	1	0.315057	0.000000	0.000000	0.000000	136.920396	0.000000	0.000000	0.000000	23.530847	235.308473	1.921808	4.728421	2.486734	5255.333149	0.009787	0.863494	0.512124	69.173160	128.906984	176.406488	0.285462	0.095754	81.810644	1.369166	34.665488	0.000503	0.000000	0.010000	0.001000
1480	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.668421	186.684206	1.927904	2.350781	2.646588	4825.237855	0.003547	0.186882	0.260041	19.568060	64.062557	160.130050	0.275535	0.060363	47.537109	11.413068	3.772024	0.001252	0.000000	0.010000	0.001000
1481	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.058724	220.587240	1.277196	1.535496	2.452679	4447.786748	0.000821	0.993635	0.715573	28.521426	111.484549	129.963845	0.128564	0.054568	17.220154	4.435282	11.640318	0.001899	0.000000	0.010000	0.001000
1482	2	0.059114	0.351965	0.000000	0.000000	164.459861	73.628977	0.000000	0.000000	20.808018	208.080184	1.027024	3.463724	1.658846	4277.540753	0.005470	0.803897	0.339624	61.134915	160.497299	176.601815	0.282278	0.066175	25.534288	15.886851	6.092405	0.001702	0.000000	0.010000	0.001000
1483	2	0.022220	0.316937	0.000000	0.000000	89.125561	173.844338	0.000000	0.000000	22.763850	227.638499	0.541919	2.204470	1.509303	3817.582749	0.006008	0.343769	0.139278	32.851755	18.631876	165.587024	0.056284	0.149229	21.422437	18.244326	110.555363	0.001054	0.000000	0.010000	0.001000
1484	4	0.062267	0.359807	0.269238	0.150807	82.051363	98.011422	58.010207	132.637627	16.706432	167.064315	0.799459	1.787635	1.900984	4108.029766	0.004118	0.967653	0.686242	40.042258	285.954574	135.250119	0.271028	0.039936	18.756277	15.350439	88.932039	0.001955	0.000000	0.010000	0.001000
1485	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.906455	179.064554	1.785473	4.369843	2.192123	4975.122315	0.003285	0.553340	0.456234	65.119986	338.440442	126.295624	0.407310	0.155723	65.483142	12.690636	10.009583	0.001106	0.000000	0.010000	0.001000
1486	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.210135	212.101350	0.588796	3.455047	1.316606	3866.220132	0.003020	0.501243	0.570628	13.510552	243.124560	158.741729	0.186406	0.039496	48.310831	1.039423	87.118008	0.001644	0.000000	0.010000	0.001000
1487	1	0.246246	0.000000	0.000000	0.000000	96.608953	0.000000	0.000000	0.000000	18.478861	184.788605	0.536297	2.777474	1.377720	3804.995195	0.009831	0.862623	0.446065	73.504255	105.768810	133.574242	0.054178	0.022142	59.529437	17.786951	160.425142	0.000978	0.000000	0.010000	0.001000
1488	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.707367	197.073669	1.929032	3.210290	2.474860	4939.973785	0.005133	0.559096	0.724593	59.909267	297.976131	107.413541	0.394882	0.171454	77.671061	11.510082	106.215547	0.001791	0.000000	0.010000	0.001000
1489	3	0.015925	0.255238	0.338234	0.000000	96.580499	134.556356	54.430712	0.000000	17.662514	176.625142	1.363165	3.040914	1.982527	4511.238791	0.006932	0.789421	0.269659	63.786584	264.935574	138.600591	0.186128	0.050861	11.953532	5.404507	14.099943	0.002143	0.000000	0.010000	0.001000
1490	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.995022	189.950218	1.454343	3.617377	1.948332	4593.207985	0.002392	0.252179	0.378507	58.137721	213.199031	128.530800	0.174655	0.053559	32.773254	1.081167	75.133296	0.001730	0.000000	0.010000	0.001000
1491	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.579039	195.790389	0.643015	4.964217	1.210991	3915.171406	0.005390	0.384822	0.691532	17.214857	185.570405	167.542047	0.132458	0.179698	68.522697	15.531712	40.208566	0.000840	0.000000	0.010000	0.001000
1492	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.794764	177.947644	1.122712	4.982808	1.540882	4345.858957	0.005136	0.880260	0.230981	45.145502	319.166486	155.949230	0.440191	0.131353	54.428457	15.435742	10.997602	0.001681	0.000000	0.010000	0.001000
1493	4	0.068076	0.343647	0.213510	0.133270	115.260328	89.035797	148.323749	66.576878	19.105659	191.056592	0.702634	1.210893	2.234421	4026.097734	0.007974	0.388681	0.667352	40.131603	195.877275	117.830896	0.077707	0.047805	45.351035	4.661675	16.621371	0.001503	0.000000	0.010000	0.001000
1494	4	0.106904	0.257527	0.358957	0.043213	191.237419	142.845751	81.876889	113.729528	24.678907	246.789070	1.349970	2.060062	2.249958	4486.446742	0.002465	0.356214	0.662019	12.021833	35.692868	116.577118	0.125923	0.189836	80.082593	14.807637	93.652606	0.002319	0.000000	0.010000	0.001000
1495	1	0.052822	0.000000	0.000000	0.000000	113.023132	0.000000	0.000000	0.000000	21.455385	214.553846	1.249707	4.796828	1.649817	4449.486983	0.006824	0.675516	0.138259	11.244436	176.659184	140.495107	0.422728	0.105495	43.988908	11.948133	96.424997	0.002224	0.000000	0.010000	0.001000
1496	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.763201	207.632008	1.972364	2.653465	2.619227	4889.590187	0.006160	0.570097	0.263741	68.025825	343.364452	104.398654	0.253000	0.026719	54.536187	15.381637	128.679017	0.001289	0.000000	0.010000	0.001000
1497	2	0.043239	0.321964	0.000000	0.000000	122.379665	53.735825	0.000000	0.000000	15.405607	154.056067	1.142514	2.977262	1.834666	4360.051325	0.005827	0.711686	0.238460	32.810467	22.868296	150.725106	0.171380	0.070563	50.787602	15.277683	130.275989	0.001463	0.000000	0.010000	0.001000
1498	4	0.049709	0.237420	0.350958	0.114497	83.377179	58.112341	101.064673	129.649889	16.423859	164.238592	0.619678	1.766913	1.768877	3919.753020	0.002389	0.781571	0.400104	62.533133	311.109546	168.955054	0.454408	0.179163	0.054387	16.686844	71.168879	0.001296	0.000000	0.010000	0.001000
1499	4	0.369602	0.046279	0.111346	0.280390	146.620962	164.576089	100.358243	71.843076	23.008524	230.085239	1.941185	2.553452	2.607560	4857.558720	0.007619	0.424115	0.635181	79.334582	231.251047	155.749980	0.491140	0.029814	42.814081	8.812911	110.228399	0.002004	0.000000	0.010000	0.001000
1500	1	0.367934	0.000000	0.000000	0.000000	51.350098	0.000000	0.000000	0.000000	16.497438	164.974380	1.834288	4.257596	2.266012	5012.961448	0.003755	0.196293	0.218908	30.095312	271.578271	195.163893	0.257664	0.078582	41.525309	11.172186	86.243129	0.001186	0.000000	0.010000	0.001000
1501	1	0.352013	0.000000	0.000000	0.000000	161.110867	0.000000	0.000000	0.000000	24.513763	245.137625	0.810434	1.883145	1.866141	4116.628610	0.008644	0.860210	0.159599	52.209930	184.350723	163.604171	0.310159	0.169869	0.661818	3.635637	111.557538	0.002337	0.000000	0.010000	0.001000
1502	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.154743	171.547434	0.880183	1.407670	2.139032	4188.566336	0.001399	0.347393	0.703673	46.532705	319.966528	130.550874	0.410385	0.059504	4.504429	6.249188	59.604740	0.001987	0.000000	0.010000	0.001000
1503	4	0.056536	0.245642	0.335592	0.157114	87.610854	62.668658	117.701114	150.119608	18.902252	189.022518	1.432704	4.562193	1.809557	4614.413262	0.009378	0.878259	0.416682	20.747127	101.984523	150.016837	0.143410	0.138699	2.331354	17.528946	69.503394	0.002007	0.000000	0.010000	0.001000
1504	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.694296	186.942964	1.896688	2.026688	2.730392	4772.043485	0.002294	0.849283	0.399325	43.759089	141.778277	180.797720	0.184981	0.189390	69.481302	3.029474	161.244573	0.000941	0.000000	0.010000	0.001000
1505	4	0.261876	0.170781	0.058697	0.356301	158.619169	70.930223	128.718041	105.666430	19.944547	199.445469	1.168626	2.431754	1.986026	4377.731733	0.002900	0.141315	0.330195	43.042852	107.690202	126.391898	0.306213	0.171354	83.558945	11.314583	126.372507	0.000735	0.000000	0.010000	0.001000
1506	3	0.053697	0.364340	0.154994	0.000000	50.195270	79.615970	132.290659	0.000000	16.590476	165.904755	1.202616	2.154177	2.101144	4402.712444	0.006319	0.511090	0.505246	31.439891	147.745264	120.620527	0.179465	0.159335	25.795906	1.296579	11.282783	0.000679	0.000000	0.010000	0.001000
1507	3	0.065198	0.160676	0.334721	0.000000	71.256906	173.329170	112.273304	0.000000	22.401202	224.012019	1.769846	3.479571	2.253552	4839.116373	0.005683	0.925380	0.368984	69.565728	305.476645	100.549898	0.111284	0.184757	31.350627	4.571356	4.586082	0.001912	0.000000	0.010000	0.001000
1508	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.853166	228.531658	1.378932	0.913999	3.127131	4481.433524	0.004922	0.504924	0.685385	29.018402	296.153531	181.960792	0.244377	0.132881	84.220749	12.030631	45.374733	0.001260	0.000000	0.010000	0.001000
1509	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.425963	184.259631	0.539332	2.998507	1.340717	3807.675515	0.001834	0.429801	0.334464	27.311643	111.845680	124.620850	0.076571	0.166258	89.049043	6.572362	7.374905	0.000722	0.000000	0.010000	0.001000
1510	1	0.119368	0.000000	0.000000	0.000000	91.880910	0.000000	0.000000	0.000000	22.232724	222.327244	1.161932	4.506866	1.615049	4375.172606	0.001529	0.875816	0.508446	63.371029	327.891205	193.172294	0.102085	0.052988	12.840449	1.537511	51.993768	0.001958	0.000000	0.010000	0.001000
1511	4	0.182600	0.229849	0.334099	0.032901	67.320249	152.679285	102.503752	113.008344	19.982683	199.826825	1.397899	1.995827	2.311043	4513.711890	0.001504	0.892687	0.149552	39.650105	321.004100	136.683634	0.367138	0.044067	50.624434	8.495575	172.395934	0.001742	0.000000	0.010000	0.001000
1512	4	0.058356	0.196313	0.365604	0.224349	124.336097	179.205033	141.211158	72.867606	22.703420	227.034200	1.860675	1.302389	3.124088	4698.266820	0.002230	0.823095	0.635631	32.080261	345.579597	127.358828	0.208663	0.168086	0.368206	7.497084	43.454738	0.001454	0.000000	0.010000	0.001000
1513	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.758277	207.582769	0.964658	2.766546	1.746886	4236.130469	0.006481	0.578854	0.481267	15.207025	225.282019	102.205252	0.482574	0.193230	61.281495	13.709316	147.702079	0.001522	0.000000	0.010000	0.001000
1514	4	0.307603	0.058899	0.281984	0.126247	110.091035	143.634339	178.191776	73.349873	23.022472	230.224723	1.130401	1.567797	2.300536	4359.109338	0.009294	0.112542	0.177651	25.898670	53.727507	173.624792	0.087920	0.113781	19.614268	5.892039	45.004028	0.000674	0.000000	0.010000	0.001000
1515	1	0.355120	0.000000	0.000000	0.000000	162.995940	0.000000	0.000000	0.000000	22.141041	221.410411	1.381872	3.705437	1.878340	4535.958172	0.008306	0.330435	0.274248	50.428929	279.170692	142.175192	0.267904	0.094503	62.342581	7.612257	23.688901	0.001269	0.000000	0.010000	0.001000
1516	1	0.134298	0.000000	0.000000	0.000000	66.254026	0.000000	0.000000	0.000000	18.556756	185.567561	1.018392	3.520282	1.643325	4270.879892	0.006170	0.292050	0.202536	32.621496	26.034624	172.563597	0.286406	0.074768	30.056975	16.416073	112.483979	0.002131	0.000000	0.010000	0.001000
1517	4	0.250919	0.370634	0.138901	0.022522	142.770165	90.514005	62.580453	129.947752	20.742061	207.420611	1.087805	3.620461	1.680102	4320.307256	0.001969	0.614192	0.448416	77.600198	358.566127	186.761240	0.488120	0.047593	62.522927	13.076606	12.512572	0.001306	0.000000	0.010000	0.001000
1518	1	0.119839	0.000000	0.000000	0.000000	73.623438	0.000000	0.000000	0.000000	16.680730	166.807301	1.438054	2.946728	2.058122	4558.752107	0.006059	0.761711	0.125802	25.020531	276.332726	106.279425	0.315948	0.119806	56.115144	13.626369	143.889740	0.000927	0.000000	0.010000	0.001000
1519	2	0.254315	0.036021	0.000000	0.000000	144.428940	57.698814	0.000000	0.000000	19.203019	192.030186	1.141733	0.772152	3.168115	4349.850294	0.006068	0.735312	0.259066	49.267742	314.238055	114.407308	0.053688	0.164794	79.256913	15.853687	34.936459	0.001810	0.000000	0.010000	0.001000
1520	4	0.065390	0.252861	0.327511	0.129700	85.998373	118.549092	77.807343	47.417368	15.273043	152.730432	1.881163	1.146682	3.262097	4694.387655	0.005959	0.736279	0.535861	79.641197	262.833412	173.202207	0.105769	0.032675	31.489849	19.963388	46.573126	0.001433	0.000000	0.010000	0.001000
1521	4	0.256532	0.046098	0.146939	0.360005	53.208608	78.602517	117.283200	95.189368	16.162620	161.626205	0.615406	2.108582	1.623967	3911.406456	0.000613	0.189237	0.337044	22.739814	25.487894	165.458925	0.403352	0.180198	18.613884	12.846060	13.419748	0.000617	0.000000	0.010000	0.001000
1522	4	0.248547	0.297109	0.037638	0.111392	96.320782	53.378027	107.167944	67.682256	15.055939	150.559393	1.675794	4.452811	2.048390	4860.693303	0.009609	0.839320	0.696558	17.085888	44.894457	137.750250	0.151352	0.020396	87.588507	1.698086	15.271968	0.001045	0.000000	0.010000	0.001000
1523	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.746206	177.462062	0.542381	2.210988	1.507858	3818.144297	0.007242	0.556862	0.329157	38.982830	99.165255	114.387345	0.375396	0.079321	49.422338	18.272379	7.692913	0.000525	0.000000	0.010000	0.001000
1524	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.206316	232.063159	1.319218	3.216715	1.917954	4481.963909	0.000693	0.784580	0.458061	63.462760	240.978150	112.319435	0.111720	0.097578	85.772353	3.666899	144.215806	0.002098	0.000000	0.010000	0.001000
1525	1	0.120974	0.000000	0.000000	0.000000	76.424803	0.000000	0.000000	0.000000	23.521322	235.213223	0.511333	1.291323	1.825379	3781.998122	0.004547	0.751456	0.509865	23.181305	281.891449	182.692579	0.461928	0.122227	63.375872	16.745750	97.701420	0.002101	0.000000	0.010000	0.001000
1526	4	0.074880	0.152184	0.331242	0.263256	99.815097	166.908259	143.379846	80.720572	21.491837	214.918372	1.149329	3.417041	1.757313	4364.586271	0.008857	0.459203	0.328106	60.873736	92.193577	101.298199	0.260644	0.044625	62.706214	7.377663	33.988871	0.000994	0.000000	0.010000	0.001000
1527	1	0.033854	0.000000	0.000000	0.000000	157.059379	0.000000	0.000000	0.000000	24.296992	242.969915	0.940964	2.207478	1.873392	4226.648556	0.002443	0.199197	0.277706	20.886628	188.983137	100.392109	0.198999	0.143453	72.358293	18.404081	131.728788	0.001362	0.000000	0.010000	0.001000
1528	3	0.067878	0.303636	0.245152	0.000000	74.653945	52.763483	116.528997	0.000000	15.948274	159.482741	0.565590	1.930800	1.613881	3850.711411	0.008203	0.235410	0.123171	23.515667	146.798600	198.645227	0.093590	0.166595	1.419844	7.546047	179.931615	0.002019	0.000000	0.010000	0.001000
1529	2	0.353585	0.097619	0.000000	0.000000	66.068157	157.592526	0.000000	0.000000	20.775421	207.754210	1.558288	3.016497	2.143638	4643.449918	0.006180	0.391306	0.464057	24.515678	165.809486	182.065102	0.051748	0.108473	87.918920	14.157286	65.490284	0.002264	0.000000	0.010000	0.001000
1530	2	0.364492	0.020546	0.000000	0.000000	63.616482	117.291810	0.000000	0.000000	15.729146	157.291464	0.807047	3.130005	1.548274	4095.293566	0.004668	0.634341	0.302994	38.012477	285.278780	140.605537	0.050319	0.097654	62.764036	12.077639	123.129845	0.001831	0.000000	0.010000	0.001000
1531	1	0.031341	0.000000	0.000000	0.000000	94.198313	0.000000	0.000000	0.000000	16.504912	165.049122	1.543278	3.372613	2.062621	4651.998792	0.003745	0.244283	0.458201	23.348152	78.638039	160.498000	0.465643	0.154912	78.821428	14.853692	22.842437	0.002205	0.000000	0.010000	0.001000
1532	3	0.321178	0.205461	0.037172	0.000000	55.227643	130.979613	88.227372	0.000000	16.756774	167.567743	1.836279	1.294601	3.107416	4688.431520	0.009001	0.630266	0.100630	27.156486	199.010698	179.320039	0.116257	0.161122	40.968365	6.015482	105.076157	0.000765	0.000000	0.010000	0.001000
1533	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.259658	222.596576	1.382793	1.431142	2.589113	4501.956235	0.008379	0.516312	0.280530	11.609426	24.829051	180.970433	0.444022	0.099840	19.375983	14.911004	7.014037	0.001371	0.000000	0.010000	0.001000
1534	2	0.047285	0.377033	0.000000	0.000000	124.652699	56.486263	0.000000	0.000000	17.299702	172.997017	1.314922	0.974021	2.978040	4453.044026	0.001777	0.327754	0.605933	18.075261	36.200635	181.295658	0.231099	0.100309	70.806253	16.274603	121.319468	0.001743	0.000000	0.010000	0.001000
1535	2	0.283558	0.057811	0.000000	0.000000	178.727967	72.344155	0.000000	0.000000	23.033579	230.335787	1.986613	4.177734	2.565121	5210.919956	0.009494	0.475946	0.294819	23.758099	37.001449	148.305871	0.058860	0.027473	15.491430	6.756925	32.083541	0.000699	0.000000	0.010000	0.001000
1536	4	0.030618	0.199889	0.357862	0.176350	94.514523	127.393591	84.113553	57.361575	16.307403	163.074033	1.094322	3.800383	1.658324	4324.652807	0.007375	0.397310	0.513106	13.652429	174.134136	191.901439	0.495214	0.027253	24.296735	8.411819	60.073335	0.001416	0.000000	0.010000	0.001000
1537	2	0.376338	0.090736	0.000000	0.000000	180.808469	74.354188	0.000000	0.000000	24.102522	241.025218	1.587860	2.401662	2.324923	4631.351738	0.007773	0.945796	0.422962	51.487068	39.450539	193.956620	0.058193	0.185068	67.505156	11.090720	13.849247	0.001885	0.000000	0.010000	0.001000
1538	3	0.089646	0.365606	0.151862	0.000000	157.125280	132.402350	71.284111	0.000000	21.339749	213.397492	0.836298	2.327455	1.739665	4133.164368	0.009808	0.971817	0.519315	47.386367	286.939297	137.554795	0.308844	0.094907	78.520933	6.019164	116.591094	0.002191	0.000000	0.010000	0.001000
1539	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.709590	237.095897	1.703369	2.012532	2.560419	4677.251320	0.004141	0.777094	0.557714	17.722392	289.812937	111.451403	0.074222	0.036537	40.367490	2.096483	19.612048	0.002200	0.000000	0.010000	0.001000
1540	3	0.348149	0.210588	0.021896	0.000000	101.873743	51.665044	93.522599	0.000000	15.360469	153.604693	0.803953	0.978749	2.411414	4128.847000	0.008309	0.934736	0.126220	13.155157	47.236381	136.045689	0.351055	0.062031	67.920713	2.395869	117.642071	0.002056	0.000000	0.010000	0.001000
1541	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.951242	239.512419	1.776009	4.195181	2.188429	4936.802085	0.006912	0.150806	0.707772	22.277116	264.584346	194.186057	0.394027	0.039000	20.990464	19.137890	115.837380	0.000605	0.000000	0.010000	0.001000
1542	3	0.045375	0.353139	0.154188	0.000000	77.745615	106.339735	150.577629	0.000000	20.011194	200.111938	1.008408	1.630781	2.162769	4282.152903	0.007867	0.126205	0.749835	20.469932	329.121598	178.820736	0.425590	0.078742	4.066183	10.397294	163.808167	0.000571	0.000000	0.010000	0.001000
1543	1	0.137502	0.000000	0.000000	0.000000	61.199660	0.000000	0.000000	0.000000	17.841503	178.415032	1.229473	1.977768	2.193457	4419.577804	0.004655	0.640084	0.559606	42.899567	299.013095	168.242156	0.356903	0.069378	55.133506	18.188018	25.433762	0.001982	0.000000	0.010000	0.001000
1544	4	0.027972	0.339075	0.128524	0.245844	115.187226	143.877418	164.521582	85.332588	22.346312	223.463116	0.575129	3.582987	1.286051	3849.557101	0.001894	0.122601	0.651908	35.292756	179.178810	169.255705	0.183093	0.130277	88.309763	8.577686	29.823724	0.002461	0.000000	0.010000	0.001000
1545	3	0.027025	0.362740	0.171445	0.000000	74.781150	120.594501	187.862828	0.000000	23.714418	237.144182	1.231310	1.342169	2.529656	4418.422094	0.006396	0.319755	0.306546	11.929048	12.758077	141.111146	0.418125	0.169394	7.599316	12.070601	88.076602	0.001498	0.000000	0.010000	0.001000
1546	2	0.345387	0.039684	0.000000	0.000000	163.515910	79.955373	0.000000	0.000000	21.438951	214.389506	1.970920	3.093681	2.542724	4954.280754	0.000520	0.709800	0.182988	74.269002	10.175360	145.645347	0.231413	0.059691	88.910211	7.651293	119.403037	0.001235	0.000000	0.010000	0.001000
1547	3	0.171260	0.079065	0.363639	0.000000	66.789022	147.797365	124.675391	0.000000	21.320476	213.204758	0.823689	2.695665	1.641559	4116.704269	0.006950	0.157319	0.338005	10.660480	112.417540	153.262937	0.235892	0.141514	56.248154	4.575157	103.230333	0.002154	0.000000	0.010000	0.001000
1548	1	0.054567	0.000000	0.000000	0.000000	88.285956	0.000000	0.000000	0.000000	23.748450	237.484502	1.374464	1.879966	2.345954	4499.346802	0.008438	0.638514	0.223856	50.377261	281.328851	131.453590	0.070500	0.057975	58.921213	16.204843	11.866631	0.000678	0.000000	0.010000	0.001000
1549	2	0.332585	0.044866	0.000000	0.000000	54.171413	133.336857	0.000000	0.000000	17.223302	172.233022	1.881746	3.589971	2.371726	4957.008115	0.003717	0.390124	0.678826	38.108792	353.498104	176.020805	0.287299	0.120558	41.960254	9.484219	101.432336	0.001795	0.000000	0.010000	0.001000
1550	3	0.037451	0.251451	0.286039	0.000000	132.545746	71.391943	174.667238	0.000000	21.925797	219.257969	0.992829	4.530272	1.494631	4241.808768	0.004428	0.296094	0.199780	62.136047	242.916600	140.890130	0.426826	0.132224	18.878751	1.873863	153.041950	0.000890	0.000000	0.010000	0.001000
